author,voice,L,R,rating,validation
bef31a4b49104b1222fbfaa0328183ff,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62032b3e9acbc4427df7eaa3/ru.6dbcdc0d-d428-4fc7-a6d5-ea5bdee6b297.m4a,1277602,1437602,1,False
573e0047173faab18e91870dbcb2c4ba,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203adfe8fb5a63569497e59/ru.b895aad5-88a8-4946-b164-96a6038b96e0.wav,1151159,1311159,1,False
9c933847c86cd8ddb8cc63a87d764aaa,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6e4d3e30a0472b02ee738/ru.3a1733a8-7f9e-4722-b0b2-23b8d3534a17.wav,673909,833909,1,False
97dda75d5c65a8cba812fcff6da24186,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202259ab2955a4d4fb76a77/ru.70c5910d-7b31-4118-bac8-86fa1b34ec44.wav,487944,647944,2,False
a856ffc80b5816b3310b935181ff96ac,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7c19d455b912f21e657e9/ru.145105f3-0e0b-4cb1-a9cf-7ff3d23b00a8.wav,683449,843449,2,False
142c02939f6e861bc488025773897e5d,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f78a186883f87caa0cd1f1/ru.159b630e-7716-403d-abdf-3ab9657d24ab.wav,2081995,2241995,2,False
9ac5b2f3ac92a5d7f873e40a5b85c790,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6d8e5e6183f5d3b102c77/ru.dd25a87a-8908-4b7a-8767-9ddddd93f028.mp3,67055,227055,2,False
1b0566812a3fd129db9eea64f47a3637,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6c4397939d94b94a2e3c3/ru.7d070dfd-dc99-4e47-8b3c-80efed5d1705.wav,485510,645510,2,False
7bea39239ec7d24a550a54c2ae891b2b,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7c572e6f0a56bac1adef1/ru.31b227ce-bacd-448d-b77d-3c14fa1f62b7.wav,152014,312014,2,False
24acd05cba36e69a0ae4a8fea7e8f1c8,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f9faeeb0e1de55ae2bc547/ru.c9609b82-7dd5-44e0-91c5-4a1de4f0a60e.wav,406670,566670,2,False
6923bf566a0e60de39fe0de9c5c5e797,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62028d32edfb5a3d450a1ade/ru.2a77666b-b23a-45c8-af3b-5e15bd46a9e5.wav,1719671,1879671,2,False
64d4eee394968883589033c1f69d2633,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62037cadedf0bd60e43968f8/ru.aee55c3b-494c-4674-a51d-dd191cb4134b.wav,585526,745526,2,False
6213875eac31e3b91ef4eff927bf0967,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62023f5e91f6bd0b290eff2f/ru.a42fe98c-1020-4904-a4ca-13d0fc93e7a0.m4a,1800619,1960619,2,False
254a9bfc5a0f281499fd0912cadf43fb,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7869a5705111a054508ef/ru.2d898dc7-8114-482e-b666-ce799985d7a1.wav,789183,949183,2,False
3f75020bda42672cf52b537e3f89615e,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7a7bb7a4abc66167951fb/ru.9a0795b6-ae1b-4c31-9e74-53f0d77fb2ad.wav,686412,846412,2,False
83ea422cd776bd51762c13ebad8bb826,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203803b100bd235a0d285a1/ru.dd2110d1-72da-4662-8a23-b6862737b20e.wav,1525375,1685375,2,False
6fc74069dd0619a234432ddf4764e9e8,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--620222d2aee920469fd5dd4b/ru.b455207b-ee6e-4023-a5ee-3a6a6f9e74a4.wav,1132247,1292247,2,False
73c74c6b6412a083aa56a2fd2633fa11,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa7b8b9c64024630780734/ru.e911a8ae-74cf-4c7c-a283-7da9eed22656.aac,113468,273468,3,False
5ef451b5c81a75cd4f056305b49e9d44,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa3c9e6883f87caa22769b/ru.660f153b-120b-437b-80d4-de163537744b.amr,2739367,2899367,3,False
5c7147c3086e9859d8865c0a6e40adaf,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62035effe9122f1801b00264/ru.dc0d8a36-76d2-4476-ade3-ffd74f88b629.wav,534505,694505,3,False
bfc72c14fa93434422fa6e9bd8d99db5,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62023f658fb5a635693db021/ru.43955bb1-8264-4c2a-a347-25a27f658d55.ogg,1368507,1528507,3,False
cad6174856b01bcd90802afc7b26a36a,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f778e6f21c6124a2484fb6/ru.4bbcb7ef-e1d1-47a9-a1d7-086aa0177c1c.wav,1414175,1574175,3,False
d6c485e986285e3476facabb44099ace,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7b5f9fcdbd802ca5d5daf/ru.3425f070-5bd8-4dba-9b5c-55fab3607874.wav,715777,875777,3,False
0e1f8f74ba6e46aca018222ce542f5d8,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202b6a2763b8c46aaf34a60/ru.a692d7ce-5d56-4018-8b46-a4ab2f633a50.wav,1501363,1661363,0,False
5b8d861b3ad503716b9673827ab99620,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f8fe47856f274855856acf/ru.5af24953-d79e-45e0-a180-02e5f0723681.wav,486100,646100,0,False
7ed8427e6d4de2eb50e87af733a17d66,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203a04a4037773593b113e3/ru.d3f1cce4-2c57-42bf-a657-adaf484b1ca5.wav,38128,198128,0,False
4bd229833dcb16d413c04c4de0549de5,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61fed9071de61d44a69051a9/ru.ecd2d2e1-9092-4bfa-987d-2e111b3ce1a4.wav,1338952,1498952,0,False
9ac5b2f3ac92a5d7f873e40a5b85c790,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6d8e5e6183f5d3b102c77/ru.dd25a87a-8908-4b7a-8767-9ddddd93f028.mp3,2128901,2288901,0,False
5e93af1adef5ea6b56a973cee9f2793f,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7bb4808ddf310c8ae412f/ru.436abb74-3c5b-4c3b-81c3-0d926c945466.wav,842611,1002611,0,False
a316c1134a0e8af3c8c28d7579a6f2bb,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202421ed1ec7368c527d38c/ru.e6cf05c4-6947-44d8-8566-36109772a0d0.wav,1611547,1771547,0,False
1617fa7e2de96b86555074c2e2e04439,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f776f9e6f0a56bac17ea01/ru.b57fa39e-6bd4-48fd-9d07-b8ed2e572564.wav,1857686,2017686,0,False
93cb665cfa45c75781b38aee1d1fcbe9,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62029241328b750b6daa6028/ru.e669ac46-388e-44b5-9eac-084e985e10c4.wav,1902214,2062214,1,False
698d16fd85e7803fefc5eee6fb70ec73,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f79f70069f563c530e094c/ru.a731c3c0-995d-4016-831a-1701eb81ac39.amr,509327,669327,1,False
bef31a4b49104b1222fbfaa0328183ff,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62032b3e9acbc4427df7eaa3/ru.6dbcdc0d-d428-4fc7-a6d5-ea5bdee6b297.m4a,505673,665673,1,False
7e0c1e8e580c462d77e724678177f900,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6c7fc50912b51f070fd57/ru.816684b3-c5ac-4856-8294-1b2faa6402f1.mp3,151674,311674,1,False
76a4dcde602684c31c436ec50096755d,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203c633474dd04f93390751/ru.0c671a6c-2865-44fa-a7d2-ce842114b1da.wav,1145574,1305574,1,False
df77fd8e30232459b7a2b03542ff115c,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7e96a31b218543e99b252/ru.aa18b9fe-5307-4eb8-bab9-729be24d7eba.wav,1461227,1621227,1,False
e2a858fd8b3d5ed80ee096b58ce2dc2e,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62039012d39d29343b4a60a3/ru.a08a73f1-6362-45d8-a704-a1dd03e59064.wav,543930,703930,1,False
9c933847c86cd8ddb8cc63a87d764aaa,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6e4d3e30a0472b02ee738/ru.3a1733a8-7f9e-4722-b0b2-23b8d3534a17.wav,287718,447718,1,False
7fba70dbcb2aeee22bc314f0a6bfd91e,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203a552f66e602355113793/ru.b4968a07-1bb5-412e-90f2-43958e798a17.wav,224479,384479,1,False
fe7466c28f320f48064d6c5282ccb8e6,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa2ba3c63956136208f6fc/ru.242793e5-430c-4982-8ddc-3c02e7654d2e.wav,752399,912399,1,False
56e0a2f8051007e4b7ae781221a425e1,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--620392d9edf0bd60e43a999f/ru.b12aa0a2-fcb4-454e-b973-ca85120f149b.wav,1325888,1485888,1,False
3f75020bda42672cf52b537e3f89615e,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7a7bb7a4abc66167951fb/ru.9a0795b6-ae1b-4c31-9e74-53f0d77fb2ad.wav,621666,781666,1,False
6213875eac31e3b91ef4eff927bf0967,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62023f5e91f6bd0b290eff2f/ru.a42fe98c-1020-4904-a4ca-13d0fc93e7a0.m4a,99066,259066,2,False
142c02939f6e861bc488025773897e5d,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f78a186883f87caa0cd1f1/ru.159b630e-7716-403d-abdf-3ab9657d24ab.wav,1227122,1387122,2,False
bfc72c14fa93434422fa6e9bd8d99db5,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62023f658fb5a635693db021/ru.43955bb1-8264-4c2a-a347-25a27f658d55.ogg,1484490,1644490,2,False
1a03a5911195f7729b8e8b0c3dc99df5,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f79b1d08ddf310c8ac3969/ru.0d76ad0e-5070-46e5-b124-fe3d5be1247c.wav,729536,889536,2,False
2459b4b8f431a1c6bb33624f1eaff9cf,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa12e328ec07265dd6150a/ru.d8347878-ac8c-45f0-aad0-9ea00d2e82fe.aac,1305750,1465750,2,False
24acd05cba36e69a0ae4a8fea7e8f1c8,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f9fc216d3f5d09d13c9b08/ru.db0e5546-4ae9-419f-be9f-354215102e9d.wav,1869809,2029809,2,False
97dda75d5c65a8cba812fcff6da24186,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202259ab2955a4d4fb76a77/ru.70c5910d-7b31-4118-bac8-86fa1b34ec44.wav,1693832,1853832,2,False
254a9bfc5a0f281499fd0912cadf43fb,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7869a5705111a054508ef/ru.2d898dc7-8114-482e-b666-ce799985d7a1.wav,896865,1056865,2,False
5ef451b5c81a75cd4f056305b49e9d44,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa3c9e6883f87caa22769b/ru.660f153b-120b-437b-80d4-de163537744b.amr,2111900,2271900,2,False
8507ce80e63eb3f3a7e0ab3a409f01fc,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--620386874c316918fdd7cf9d/ru.58c2f6ba-f52c-4cbd-b521-267715f92a68.wav,1258837,1418837,2,False
8564be14945f58cb715f61c854cf5fc7,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61ff91c15777875c16b8080d/ru.12ece657-fa9d-4cef-b9be-0d846a97a608.wav,1288566,1448566,2,False
4f33f548213b5fac41e6f547483593a3,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62027298d07a844aec85d2ac/ru.6e5cb417-69fc-4a22-ab19-8d1ff49f7fcc.wav,2078855,2238855,2,False
573e0047173faab18e91870dbcb2c4ba,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203adfe8fb5a63569497e59/ru.b895aad5-88a8-4946-b164-96a6038b96e0.wav,637091,797091,2,False
73c74c6b6412a083aa56a2fd2633fa11,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa7b8b9c64024630780734/ru.e911a8ae-74cf-4c7c-a283-7da9eed22656.aac,597741,757741,2,False
5e685b4b872cfb50fb82e5551247dc31,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61ffa78b89d7190cb1d79ec5/ru.a928674d-5eb7-41c7-8fcc-526fee4610d7.wav,2095460,2255460,2,False
6923bf566a0e60de39fe0de9c5c5e797,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62028bb5a3f3d614336be08d/ru.fbf6c20a-c173-4bba-92cc-4bce39fc26c6.wav,833184,993184,2,False
83ea422cd776bd51762c13ebad8bb826,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203803b100bd235a0d285a1/ru.dd2110d1-72da-4662-8a23-b6862737b20e.wav,1478291,1638291,2,False
6fc74069dd0619a234432ddf4764e9e8,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--620222d2aee920469fd5dd4b/ru.b455207b-ee6e-4023-a5ee-3a6a6f9e74a4.wav,810145,970145,2,False
7bea39239ec7d24a550a54c2ae891b2b,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7c572e6f0a56bac1adef1/ru.31b227ce-bacd-448d-b77d-3c14fa1f62b7.wav,80277,240277,3,False
5c7147c3086e9859d8865c0a6e40adaf,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62035effe9122f1801b00264/ru.dc0d8a36-76d2-4476-ade3-ffd74f88b629.wav,1560986,1720986,3,False
1b0566812a3fd129db9eea64f47a3637,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6c4397939d94b94a2e3c3/ru.7d070dfd-dc99-4e47-8b3c-80efed5d1705.wav,1390032,1550032,3,False
a856ffc80b5816b3310b935181ff96ac,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7c28d5477063533c0bf00/ru.fd269616-0e5e-4de8-8573-f5d926974010.wav,1018377,1178377,3,False
cad6174856b01bcd90802afc7b26a36a,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f778e6f21c6124a2484fb6/ru.4bbcb7ef-e1d1-47a9-a1d7-086aa0177c1c.wav,539495,699495,3,False
d6c485e986285e3476facabb44099ace,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7b714e30a0472b0331e54/ru.8d998389-4e2d-4f0c-a4c4-7bd86b609cff.wav,1175454,1335454,3,False
64d4eee394968883589033c1f69d2633,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--62037d6d100bd235a0d265d2/ru.a7b01b0e-c75d-40e7-a40e-216634229fbf.wav,1080954,1240954,3,False
181cd638137a1cbc5e698aaf38074731,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203828f8fb5a6356947a415/ru.660f9a23-fe7a-4b31-a906-d9c80578ef3e.wav,1837358,1997358,0,True
d48454e63c864e07dfda93e619447c05,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61ff83ac1de61d44a6936fce/ru.5bb29c89-6cc2-46b0-b78d-f0fb1b0f06c0.wav,1569238,1729238,0,True
ca8310d799b2d05cddbaccd8b5643b5b,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61ff93558b6100786171d595/ru.680f3377-f4ed-4220-b3d1-be81d07e5cb6.wav,403485,563485,0,True
ca39dcf6df74940d06db4db0311877ec,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61fee370bfae834024579743/ru.0e8cc9cc-0781-4215-b9d1-a22ff05b6384.wav,296631,456631,0,True
417163f3e47e0898097d9db1203ece89,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7a6de5477063533bf7da8/ru.c4011c16-d9f9-41e8-9168-1023c08d2e2a.wav,1129765,1289765,0,True
07ee6576b8ed9dc7d66c18a0b618e202,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fad7552932f70fa4e49e80/ru.2a3a2b70-b510-43c3-9f3a-f9097729b5b2.wav,982082,1142082,1,True
dc293f9d7e805325e42b58f942d5abff,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f9a2eb7cdcf935532d2760/ru.9fcfa3e5-e3aa-49fa-8087-99eeff428f42.wav,1415937,1575937,1,True
bea83f439f3a5f391b39a058ec1a6b0e,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7629133ad48327473413b/ru.7869248a-9b79-4c68-aa80-07cd879507a7.wav,1098795,1258795,1,True
b7a0f701963fa8db5fd6c5a3efe18b65,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--620348dcae038831c6540b36/ru.49e50b46-016c-427a-a791-39a62da85058.wav,918205,1078205,1,True
7a4a9c37969d856feefe9ec02413cc18,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f92de9be600b50192a418e/ru.97d4020f-1be9-41a3-a58c-c9094e74677a.amr,421228,581228,1,True
7970c2dd76e091324c93c50f799ff30f,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--620279240c1914262ff0a8b1/ru.838b940d-d26d-4ae0-b7da-6f9906a233ea.wav,268497,428497,1,True
eb662e15aeece4cac960b4d255e8e87a,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7dba1069f563c5310c700/ru.9d86464f-922f-441f-b4c6-a630394d2612.wav,313242,473242,1,True
f0973c26e7048597a4a90dfa0b3321b4,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203a014e737312959bf2600/ru.1ae69fa7-967f-49ef-9102-32840e0d7a6d.wav,228116,388116,1,True
5eeab07530bf8daed6264bfb7ab5bf8c,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61ff6b09bed6560638fb6e5a/ru.7671d2f9-1426-43f5-bb4b-0d2b2b65e64d.wav,763161,923161,1,True
496b20a24f81e32d697ceea52101e461,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f9430250d7f30290ab1511/ru.4900e176-3b39-4b13-9e3c-23e8cf13bba2.wav,711258,871258,1,True
31f7071b2a859d86b6d05ab13dc9b004,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--620371ec3ab85a3a0d0642a9/ru.736b859f-cad7-41cf-9938-aa5bbd9cc1ab.wav,994974,1154974,1,True
29f8b5f60b436d0e371161cf7e634961,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61ff693e1f64b61be9772092/ru.7a6ffd37-54ac-4640-a175-77ff4e331b09.wav,1213348,1373348,1,True
670a79e61fe6ada74ff0e5d72a6c8c13,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f78d1d31b218543e95b0f1/ru.ad61b04c-2105-4844-9f08-44b42d850fc2.wav,671435,831435,2,True
9afd8ad58a1d3963145846cae2800e07,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--620264633ab85a3a0dfb548f/ru.675c437d-1528-4e79-9b78-02178fa8ee3b.wav,1499443,1659443,2,True
a570a9df23262ef546c709eb80695136,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f759bae30a0472b0306487/ru.44ee9821-3d06-4aef-8fbf-ab834e8759b8.wav,1367938,1527938,2,True
b0cdde51ed794209697bbb9f2b9697bf,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202b9817fd4a01495381b71/ru.8d6b2b48-d847-4315-a074-4b9be318b55b.wav,567700,727700,2,True
3e71555914f98b982725cd72a6a6b17b,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6f23d7cdcf9355311ecfe/ru.8012f6a9-166d-4030-bde6-c7510e75e31a.wav,665713,825713,2,True
c96fd56314cfe45eec858ff44d5e0484,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61ffc553252931745fe45be2/ru.1ce0f4d0-ce04-4a8c-929d-f34039011613.mp3,1236911,1396911,2,True
28927945f3dfe08c668551619449b19b,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f8f0d0f46a491b6a667807/ru.c996e514-9e8b-4adc-8cff-7d57f24d5d7b.wav,39012,199012,2,True
6e5962fe47204a13bfd10238b059d6a5,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7b40e31b218543e97297e/ru.00673328-15aa-4d4c-80cc-da5f2846b273.wav,502187,662187,2,True
70c29278a28eb94db9b0772049b1401d,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203570e0e360267bcbbe1d9/ru.c79d4581-8d3f-45bf-a15f-2e3445280ac9.wav,1372930,1532930,2,True
636a9543807f6a0d2138cd958e37616e,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f9355650912b51f085d6bd/ru.5606517c-2a7a-4b55-b2a7-555fa7b482c2.3gpp,1743726,1903726,3,True
0c1e2288d35de08f20d4cf43edee6226,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61faa67c42773f78b0980a31/ru.800a5735-e01f-4bce-9190-79cb217477ed.wav,330349,490349,3,True
